t_index  term         df      
10675    swarm        16      
10676    swat         2       
10677    sway         17      
10678    swear        11      
10679    sweat        5       
10680    sweater      3       
10681    sweati       6       
10682    swede        2       
10683    sweden       5       
10684    sweep        21      
10685    sweet        3       
10686    sweeten      1       
10687    sweetheart   2       
10688    swell        14      
10689    swelter      1       
10690    swenchoni    1       
10691    swept        39      
10692    swift        11      
10693    swiftli      5       
10694    swim         5       
10695    swing        5       
10696    swipe        1       
10697    swirl        2       
10698    swiss        17      
10699    switch       20      
10700    switzerland  25      
10701    swivel       1       
10702    swollen      2       
10703    swoon        1       
10704    swoop        1       
10705    sword        1       
10706    swore        3       
10707    sworn        29      
10708    swung        1       
10709    sy           2       
10710    sydney       10      
10711    sylvest      1       
10712    sylvia       1       
10713    symbiones    4       
10714    symbol       31      
10715    symington    2       
10716    symmetri     1       
10717    sympath      2       
10718    sympathet    8       
10719    sympathi     8       
10720    symphoni     1       
10721    symptom      2       
10722    sync         1       
10723    syndic       1       
10724    synonym      1       
10725    syria        2       
10726    syrian       8       
10727    syring       1       
10728    system       82      
10729    systemat     3       
10730    tabara       3       
10731    tabl         18      
10732    tableau      2       
10733    tableaux     1       
10734    tablecloth   2       
10735    tabloid      2       
10736    tabul        5       
10737    tacitli      1       
10738    tackl        4       
10739    tacoma       1       
10740    tactic       15      
10741    tactician    2       
10742    tadic        2       
10743    taffeta      1       
10744    tag          1       
10745    taha         3       
10746    taigon       1       
10747    tail         1       
10748    tailor       11      
10749    tailspin     2       
10750    taint        10      
10751    taiwan       9       
10752    taiwanes     2       
10753    taiz         1       
10754    take         343     
10755    taken        128     
10756    takeoff      1       
10757    takeov       15      
10758    taker        1       
10759    takla        1       
10760    talaja       2       
10761    tale         5       
10762    talent       8       
10763    talib        1       
10764    taliban      15      
10765    talk         157     
10766    talker       1       
10767    talki        1       
10768    tall         8       
10769    tallahasse   1       
10770    taller       4       
10771    talli        15      
10772    tamarin      4       
10773    tame         7       
10774    tamil        1       
10775    tamme        1       
10776    tampa        4       
10777    tamper       3       
10778    tan          2       
10779    tanang       1       
10780    tanasugarin  1       
10781    tanasugarn   3       
10782    tandem       1       
10783    tangl        11      
10784    tanja        1       
10785    tanjug       13      
10786    tank         26      
10787    tanker       2       
10788    tant         1       
10789    tantal       1       
10790    tantamount   1       
10791    tantrum      1       
10792    tanugu       1       
10793    tanzania     37      
10794    tap          9       
10795    tape         20      
10796    tar          2       
10797    tarawa       2       
10798    tardi        1       
10799    target       67      
10800    tariff       2       
10801    tariq        2       
10802    tarmac       12      
10803    tarnish      2       
10804    tarp         3       
10805    tarpaulin    3       
10806    task         43      
10807    tass         5       
10808    tast         5       
10809    tatter       4       
10810    taunt        1       
10811    tawdri       1       
10812    tawfiq       1       
10813    tax          41      
10814    taxi         6       
10815    taxpay       2       
10816    taylor       2       
10817    tdcj         14      
10818    tea          9       
10819    teach        8       
10820    teacher      16      
10821    team         119     
10822    teammat      2       
10823    tear         72      
10824    tearga       4       
10825    tech         10      
10826    technic      24      
10827    technician   15      
10828    techniqu     4       
10829    technocrat   1       
10830    technolog    43      
10831    techsourc    2       
10832    tecla        11      
10833    ted          3       
10834    teddi        1       
10835    teem         3       
10836    teen         16      
10837    teenag       4       
10838    teepl        1       
10839    teeter       2       
10840    teeth        2       
10841    tefb         1       
10842    tegla        1       
10843    tekla        2       
10844    tel          4       
10845    telar        1       
10846    telecommun   2       
10847    teleconfer   2       
10848    telegram     1       
10849    telephon     72      
10850    televis      170     
10851    televisa     1       
10852    televison    1       
10853    tell         108     
10854    teller       7       
10855    tello        2       
10856    tem          1       
10857    temblor      13      
10858    tempel       1       
10859    temper       4       
10860    temperatur   10      
10861    tempestu     1       
10862    templ        8       
10863    templat      1       
10864    tempo        1       
10865    temporari    13      
10866    temporarili  10      
10867    ten          78      
10868    tenabl       1       
10869    tenac        1       
10870    tenaci       1       
10871    tenant       3       
10872    tend         11      
10873    tendenc      4       
10874    tender       4       
10875    tenet        2       
10876    tenn         8       
10877    tennesse     11      
10878    tenni        39      
10879    tens         18      
10880    tension      25      
10881    tent         39      
10882    tentacl      1       
10883    tenth        4       
10884    tenur        9       
10885    ter          1       
10886    term         126     
10887    termer       2       
10888    termin       15      
10889    tern         1       
10890    terr         1       
10891    terrain      2       
10892    terrel       1       
10893    terrenc      12      
10894    terri        6       
10895    terribl      28      
10896    terribly     1       
10897    terrif       2       
10898    terrifi      9       
10899    terrifng     1       
10900    terrifyingli 1       
10901    territori    22      
10902    terror       104     
10903    terrorist    206     
10904    test         42      
10905    testament    2       
10906    testifi      25      
10907    testili      1       
10908    testimoni    19      
10909    testu        1       
10910    testud       9       
10911    tethani      1       
10912    tether       2       
10913    tex          1       
10914    texa         98      
10915    text         6       
10916    textbook     1       
10917    textil       4       
10918    tfor         1       
10919    th           111     
10920    thaan        1       
10921    thabo        3       
10922    thaci        1       
10923    thadani      1       
10924    thaerz       1       
10925    thahn        1       
10926    thailand     2       
10927    thakkar      4       
10928    thakur       1       
10929    thanh        2       
10930    thank        117     
10931    thanksgiv    2       
10932    thankyou     1       
10933    thatcher     1       
10934    thaul        1       
10935    the          2       
10936    theater      7       
10937    thee         1       
10938    theft        2       
10939    theme        7       
10940    themselv     2       
10941    theodor      2       
10942    theolog      2       
10943    theoret      3       
10944    theori       29      
10945    theoriz      4       
10946    thepaid      1       
10947    therapi      1       
10948    there        4       
10949    thereaft     1       
10950    therebi      2       
10951    therefor     16      
10952    therein      1       
10953    theresa      1       
10954    thermomet    2       
10955    thescap      1       
10956    thesi        1       
10957    thevenot     2       
10958    thi          9       
10959    thick        15      
10960    thicker      3       
10961    thief        1       
10962    thiessen     1       
10963    thiev        6       
10964    thigh        2       
10965    thin         6       
10966    thing        167     
10967    think        227     
10968    thinker      1       
10969    thinner      1       
10970    third        141     
10971    thirdli      1       
10972    thirteen     3       
10973    thirti       11      
10974    thirtysometh 1       
10975    thoma        18      
10976    thompson     4       
10977    thorbjoern   2       
10978    thorbjorn    1       
10979    thorn        1       
10980    thornburgh   1       
10981    thornel      1       
10982    thorni       1       
10983    thorough     3       
10984    thoroughfar  3       
10985    thoroughli   1       
10986    though       135     
10987    thought      106     
10988    thousand     156     
10989    thrash       1       
10990    thread       4       
10991    threadbar    1       
10992    threat       105     
10993    threatcon    1       
10994    threaten     46      
10995    three        335     
10996    threshold    2       
10997    threw        16      
10998    thrill       5       
10999    thriller     1       
11000    thrive       6       
11001    throat       5       
11002    throne       2       
11003    throng       6       
11004    through      1       
11005    throughout   70      
11006    throw        17      
11007    throwback    2       
11008    thrower      1       
11009    thrown       24      
11010    thrust       3       
11011    thu          19      
11012    thug         5       
11013    thuggish     2       
11014    thugocraci   2       
11015    thumb        6       
11016    thunder      3       
11017    thunderbird  1       
11018    thurmond     1       
11019    thursday     219     
11020    thuzz        1       
11021    thwart       5       
11022    tia          2       
11023    tiananmen    1       
11024    tibet        2       
11025    tick         3       
11026    ticket       11      
11027    tidal        2       
11028    tide         7       
11029    tie          102     
11030    tiebreak     10      
11031    tien         1       
11032    tiffani      2       
11033    tight        22      
11034    tighten      11      
11035    tighter      3       
11036    tightest     2       
11037    tightli      4       
11038    tijan        3       
11039    tilak        1       
11040    tile         2       
11041    till         5       
11042    tilt         6       
11043    tim          15      
11044    time         493     
11045    timelin      4       
11046    timet        4       
11047    timid        2       
11048    timism       1       
11049    timo         1       
11050    timocka      1       
11051    timothi      4       
11052    tin          1       
11053    tini         23      
11054    tinker       1       
11055    tinkl        1       
11056    tiot         1       
11057    tip          59      
11058    tipper       2       
11059    tipster      1       
11060    tire         29      
11061    tireless     1       
11062    tirelessli   2       
11063    tirm         2       
11064    titl         50      
11065    titleist     1       
11066    titlist      2       
11067    tito         6       
11068    tl           1       
11069    tnt          7       
11070    toadi        1       
11071    toast        3       
11072    toastst      1       
11073    tobacco      3       
11074    tod          2       
11075    today        316     
11076    todd         21      
11077    toddler      3       
11078    toe          5       
11079    togeth       101     
11080    togo         1       
11081    tohouri      1       
11082    toi          1       
11083    toietnam     1       
11084    toilet       3       
11085    token        2       
11086    tokov        1       
11087    tokyo        25      
11088    told         277     
11089    toledo       15      
11090    toler        12      
11091    tolkach      1       
11092    toll         80      
11093    tolli        1       
11094    tolstoy      1       
11095    tom          42      
11096    tomahawk     6       
11097    tomato       2       
11098    tomb         1       
11099    tomic        2       
11100    tomislav     1       
11101    tommi        9       
11102    tomorrow     41      
11103    ton          47      
11104    tone         16      
11105    tong         1       
11106    tongu        9       
11107    toni         34      
11108    tonig        2       
11109    tonight      104     
11110    tonugu       1       
11111    took         216     
11112    tool         21      
11113    toothless    1       
11114    top          184     
11115    topic        1       
11116    topmost      1       
11117    topolev      2       
11118    toppl        26      
11119    torch        11      
11120    tore         41      
11121    tori         1       
11122    torment      10      
11123    torn         8       
11124    torpedo      64      
11125    torr         1       
11126    torricelli   1       
11127    torso        1       
11128    tortilla     1       
11129    tortur       14      
11130    toscap       1       
11131    toss         14      
11132    tossup       3       
11133    total        75      
11134    totalitarian 1       
11135    tote         4       
11136    totter       1       
11137    touch        37      
11138    touchdown    1       
11139    touchi       2       
11140    tough        33      
11141    toughen      1       
11142    tougher      2       
11143    toughest     2       
11144    tour         46      
11145    tourism      1       
11146    tourist      12      
11147    tournament   51      
11148    tout         2       
11149    tow          18      
11150    toward       99      
11151    towel        1       
11152    tower        21      
11153    town         115     
11154    townsend     1       
11155    townspeopl   2       
11156    toy          3       
11157    trac         1       
11158    trace        13      
11159    tracey       1       
11160    traci        1       
11161    track        47      
11162    trade        72      
11163    trader       11      
11164    tradit       45      
11165    traffic      25      
11166    traffick     22      
11167    tragedi      48      
11168    tragic       15      
11169    trail        45      
11170    trailer      13      
11171    train        57      
11172    trainer      14      
11173    traips       1       
11174    trait        1       
11175    traition     1       
11176    traitor      1       
11177    trajkov      1       
11178    trampl       2       
11179    tran         7       
11180    trang        1       
11181    tranquil     6       
11182    transact     6       
11183    transcend    1       
11184    transcript   6       
11185    transfer     27      
11186    transform    6       
11187    transit      45      
11188    translat     21      
11189    transmiss    2       
11190    transmit     1       
11191    transmitt    1       
11192    transnat     1       
11193    transpar     13      
11194    transpir     3       
11195    transport    55      
11196    traor        1       
11197    trap         73      
11198    trash        13      
11199    trauma       7       
11200    traumat      5       
11201    travail      1       
11202    travel       71      
11203    travelg      1       
11204    travesti     2       
11205    tray         1       
11206    tread        1       
11207    treason      2       
11208    treasur      5       
11209    treasuri     2       
11210    treat        39      
11211    treati       7       
11212    treatment    34      
11213    trebjesanin  1       
11214    tredway      1       
11215    tree         13      
11216    treeless     1       
11217    trek         2       
11218    trembl       1       
11219    tremend      8       
11220    tremor       23      
11221    trench       2       
11222    trenchantli  1       
11223    trend        17      
11224    trent        7       
11225    tri          324     
11226    triag        1       
11227    trial        82      
11228    triangl      1       
11229    tribal       10      
11230    tribe        9       
11231    tribesmen    1       
11232    tribespeopl  1       
11233    tribun       30      
11234    tribut       12      
11235    trichovich   1       
11236    trick        13      
11237    tricki       6       
11238    trickl       4       
11239    tricov       1       
11240    trident      1       
11241    trigger      28      
11242    trillion     2       
11243    trim         12      
11244    trio         1       
11245    trip         83      
11246    tripl        4       
11247    triplett     1       
11248    tripoli      1       
11249    tripp        1       
11250    triumph      15      
11251    trivedi      1       
11252    troop        67      
11253    trooper      5       
11254    trophi       3       
11255    tropic       1       
11256    trot         2       
11257    troubl       64      
11258    troublemak   1       
11259    troublesom   2       
11260    trounc       1       
11261    troup        1       
11262    trove        1       
11263    trti         1       
11264    truce        3       
11265    truck        66      
11266    trucker      2       
11267    truckload    5       
11268    true         36      
11269    truer        1       
11270    truli        16      
11271    truman       5       
11272    trumpet      4       
11273    trundl       1       
11274    trust        26      
11275    trustworthi  1       
11276    truth        21      
11277    tsvangirai   1       
11278    tu           1       
11279    tube         11      
11280    tuck         3       
11281    tucker       1       
11282    tudela       10      
11283    tudjman      3       
11284    tuesday      164     
11285    tug          4       
11286    tugboat      1       
11287    tull         7       
11288    tumb         1       
11289    tumbl        7       
11290    tumult       2       
11291    tumultu      5       
11292    tuna         1       
11293    tune         7       
11294    tuneup       2       
11295    tungata      1       
11296    tunisia      1       
11297    tunnel       5       
11298    tupac        4       
11299    turban       1       
11300    turbin       3       
11301    turbul       4       
11302    tureen       1       
11303    turf         1       
11304    turk         2       
11305    turkey       17      
11306    turkish      2       
11307    turmoil      16      
11308    turn         182     
11309    turnaround   2       
11310    turncoat     1       
11311    turner       1       
11312    turnout      27      
11313    turnov       7       
11314    tusca        1       
11315    tussl        1       
11316    tutori       1       
11317    tuxedo       1       
11318    tv           64      
11319    twa          1       
11320    twelfth      1       
11321    twelv        2       
11322    twenti       7       
11323    twice        42      
11324    twig         1       
11325    twin         14      
11326    twist        21      
11327    two          585     
11328    tx           14      
11329    tyner        1       
11330    type         23      
11331    typewrit     1       
11332    typhu        1       
11333    typic        6       
11334    typifi       1       
11335    typograph    2       
11336    tyranni      3       
11337    tyrant       2       
11338    tyson        5       
11339    tysyacheletiy 1       
11340    ueno         2       
11341    ufwet        1       
11342    ugaz         3       
11343    ugli         3       
11344    uh           1       
11345    ulihrach     2       
11346    ultim        31      
11347    ultimatum    3       
11348    ultra        1       
11349    ultralight   3       
11350    ultramodern  2       
11351    ultranationalist 3       
11352    umbil        1       
11353    umbrella     2       
11354    umc          1       
11355    umesh        1       
11356    umpir        6       
11357    un           7       
11358    unabl        24      
11359    unaccept     7       
11360    unaccount    12      
11361    unambigu     1       
11362    unanim       6       
11363    unannounc    4       
11364    unansw       4       
11365    unapologet   1       
11366    unarm        5       
11367    unattend     1       
11368    unauthor     3       
11369    unavoid      2       
11370    unawar       3       
11371    unbalanc     1       
11372    unbear       1       
11373    unbeaten     1       
11374    unbeliev     6       
11375    unbias       2       
11376    unborn       1       
11377    unbridl      1       
11378    unbroken     2       
11379    uncal        1       
11380    uncanni      1       
11381    unceasingli  1       
11382    uncertain    14      
11383    uncertainti  12      
11384    unchalleng   3       
11385    unchang      6       
11386    uncharacterist 2       
11387    uncharismat  1       
11388    uncheck      4       
11389    uncl         9       
11390    unclaim      2       
11391    unclassifi   3       
11392    unclear      27      
11393    uncoil       1       
11394    uncollect    1       
11395    uncomfort    2       
11396    uncommit     2       
11397    uncommon     1       
11398    unconcern    1       
11399    uncondit     4       
11400    unconfirm    3       
11401    unconsci     2       
11402    unconstitut  2       
11403    unconvinc    1       
11404    uncork       1       
11405    uncorrupt    1       
11406    uncount      1       
11407    uncov        14      
11408    uncrit       1       
11409    undaunt      1       
11410    undecid      8       
11411    undef        1       
11412    undemocrat   3       
11413    underag      4       
11414    undercov     1       
11415    undercut     9       
11416    underdog     1       
11417    underestim   5       
11418    undergo      7       
11419    undergon     1       
11420    underground  6       
11421    underli      3       
11422    underlin     3       
11423    undermin     14      
11424    underneath   7       
11425    underpaid    1       
11426    underscor    14      
11427    undersea     1       
11428    undersecretari 5       
11429    undersheriff 2       
11430    understaf    1       
11431    understand   55      
11432    understat    1       
11433    understood   11      
11434    understudi   1       
11435    undertak     5       
11436    undertaken   6       
11437    underton     1       
11438    undertook    1       
11439    underw       5       
11440    underwat     21      
11441    underway     9       
11442    underwood    1       
11443    underworld   3       
11444    undescrib    1       
11445    undeserv     2       
11446    undetect     6       
11447    undisclos    2       
11448    undisput     2       
11449    undisturb    1       
11450    undivid      1       
11451    undo         1       
11452    undoc        1       
11453    undon        1       
11454    undoubtedli  3       
11455    undu         2       
11456    unduli       2       
11457    unearth      4       
11458    uneasi       8       
11459    unelect      1       
11460    unemploy     5       
11461    unenforc     1       
11462    unequivoc    2       
11463    uner         2       
11464    unesco       1       
11465    unexpect     9       
11466    unexpectedli 4       
11467    unexpir      1       
11468    unexplain    4       
11469    unexplod     4       
11470    unfair       13      
11471    unfairli     4       
11472    unfamiliar   4       
11473    unfathom     2       
11474    unfaz        3       
11475    unfett       9       
11476    unfinish     4       
11477    unfit        15      
11478    unflatt      1       
11479    unfold       12      
11480    unforc       12      
11481    unfortun     17      
11482    unfound      3       
11483    unfurl       1       
11484    ungovern     2       
11485    unhappi      4       
11486    unharm       5       
11487    unheard      1       
11488    unhelp       1       
11489    unhurt       1       
11490    unicef       1       
11491    unidentifi   15      
11492    unif         2       
11493    unifi        12      
11494    uniform      24      
11495    unilater     1       
11496    unimagin     3       
11497    uninform     1       
11498    uninhabit    1       
11499    unintellig   1       
11500    unintend     1       
11501    union        60      
11502    unionist     2       
11503    uniqu        3       
11504    unit         376     
11505    uniti        23      
11506    univers      65      
11507    univis       3       
11508    unjust       3       
11509    unjustifi    7       
11510    unjustli     1       
11511    unknowingli  1       
11512    unknown      38      
11513    unlaw        1       
11514    unleash      5       
11515    unless       14      
11516    unlevel      1       
11517    unlik        31      
11518    unlimit      2       
11519    unload       11      
11520    unman        1       
11521    unmark       1       
11522    unmistak     2       
11523    unnam        4       
11524    unnecessari  6       
11525    unnot        1       
11526    unoffici     5       
11527    unpack       1       
11528    unpalat      1       
11529    unpolish     1       
11530    unpopular    7       
11531    unpreced     27      
11532    unprecedentedli 1       
11533    unpredict    4       
11534    unpretenti   2       
11535    unprint      1       
11536    unprotect    4       
11537    unpunish     1       
11538    unquestion   1       
11539    unravel      8       
11540    unreason     2       
11541    unrecov      1       
11542    unregul      3       
11543    unrel        5       
11544    unreli       2       
11545    unrepres     2       
11546    unresolv     4       
11547    unrest       17      
11548    unrestrict   1       
11549    unsaf        3       
11550    unsatisfactori 4       
11551    unsatisfi    1       
11552    unsavori     2       
11553    unscath      5       
11554    unschedul    2       
11555    unscom       1       
11556    unscript     1       
11557    unscrupul    2       
11558    unseason     1       
11559    unseat       11      
11560    unsecur      4       
11561    unseed       12      
11562    unseen       2       
11563    unselfish    1       
11564    unsettl      6       
11565    unshaken     2       
11566    unshaven     1       
11567    unsheath     1       
11568    unspecif     3       
11569    unspecifi    6       
11570    unspectacular 3       
11571    unspoken     1       
11572    unstabl      9       
11573    unsteadi     1       
11574    unsteadili   1       
11575    unsubstanti  2       
11576    unsuccess    15      
11577    unsupervis   2       
11578    unsur        6       
11579    unsuspect    1       
11580    unswervingli 2       
11581    unsympathet  1       
11582    untabul      2       
11583    untaint      1       
11584    untal        1       
11585    untap        2       
11586    untest       2       
11587    unthink      3       
11588    unthreaten   2       
11589    untold       2       
11590    untouch      3       
11591    untreat      2       
11592    untrustworthi 1       
11593    untruth      2       
11594    unus         2       
11595    unusu        29      
11596    unveil       3       
11597    unwant       3       
11598    unwarr       1       
11599    unwil        10      
11600    unwilling    3       
11601    unwis        2       
11602    unwittingli  2       
11603    up           1       
11604    upbeat       1       
11605    upcom        10      
11606    updat        18      
11607    upfront      1       
11608    upheav       5       
11609    upheld       1       
11610    uphil        2       
11611    uphold       3       
11612    upkeep       1       
11613    upon         30      
11614    upper        8       
11615    upris        44      
11616    uproar       5       
11617    uproot       1       
11618    upscal       3       
11619    upset        40      
11620    upshot       1       
11621    upsid        3       
11622    upstag       1       
11623    upstart      2       
11624    upstat       2       
11625    upsurg       1       
11626    upto         1       
11627    upward       2       
11628    ural         2       
11629    urban        8       
11630    urdu         2       
11631    ureg         1       
11632    urg          92      
11633    urgenc       4       
11634    urgent       12      
11635    uruguay      2       
11636    urvashi      1       
11637    us           307     
11638    usa          6       
11639    usaid        2       
11640    usama        1       
11641    usdoj        1       
11642    use          308     
11643    usha         1       
11644    usher        3       
11645    uss          228     
11646    ussol        1       
11647    ussr         2       
11648    ustacov      1       
11649    ustakov      1       
11650    ustokov      1       
11651    usual        39      
11652    usulutan     1       
11653    utah         6       
11654    utensil      1       
11655    util         5       
11656    uttar        4       
11657    utter        3       
11658    utterli      14      
11659    uvarov       1       
11660    uvil         1       
11661    uwint        1       
11662    uzic         1       
11663    va           39      
11664    vacanc       11      
11665    vacant       3       
11666    vacat        15      
11667    vacuum       5       
11668    vadim        8       
11669    vagari       1       
11670    vagu         3       
11671    vaibhav      3       
11672    vaidya       1       
11673    vain         6       
11674    vajpaye      13      
11675    valdimir     2       
11676    valentin     37      
11677    valetin      1       
11678    valiantli    1       
11679    valid        6       
11680    vall         1       
11681    vallanc      1       
11682    vallentin    1       
11683    valley       4       
11684    valu         21      
11685    valuabl      8       
11686    van          21      
11687    vandal       3       
11688    vanek        9       
11689    vanish       6       
11690    vanquish     2       
11691    vantag       1       
11692    vap          1       
11693    vapid        1       
11694    vara         3       
11695    varadero     1       
11696    varga        3       
11697    vari         7       
11698    variat       2       
11699    varieti      9       
11700    variou       24      
11701    various      1       
11702    varonec      1       
11703    vasiltsov    1       
11704    vassal       1       
11705    vast         23      
11706    vastli       4       
11707    vat          1       
11708    vault        3       
11709    vavrinec     1       
11710    ve           6       
11711    vecernj      2       
11712    vedrin       4       
11713    veekz        1       
11714    veen         1       
11715    vega         4       
11716    veget        1       
11717    vehement     3       
11718    vehicl       47      
11719    veil         9       
11720    vein         1       
11721    velensuela   1       
11722    velez        1       
11723    velimir      2       
11724    vellari      1       
11725    vend         1       
11726    vendor       2       
11727    veneer       1       
11728    venero       1       
11729    venezuela    3       
11730    venezuelan   2       
11731    veng         2       
11732    venom        2       
11733    vent         1       
11734    ventil       1       
11735    ventur       15      
11736    ventura      1       
11737    venturoni    1       
11738    venu         36      
11739    verandah     2       
11740    verb         2       
11741    verbal       3       
11742    verdict      24      
11743    verg         7       
11744    verifi       7       
11745    vermont      3       
11746    vern         24      
11747    vernon       6       
11748    vero         3       
11749    veronica     1       
11750    veronika     1       
11751    vers         5       
11752    version      18      
11753    versu        1       
11754    vertigo      1       
11755    veselinov    1       
11756    vesna        2       
11757    vessel       56      
11758    vest         8       
11759    vestig       7       
11760    vet          2       
11761    veteran      41      
11762    veto         2       
11763    vetrivinia   1       
11764    vex          1       
11765    vi           3       
11766    via          6       
11767    vibe         1       
11768    vibrat       1       
11769    vicar        1       
11770    vicario      3       
11771    vice         91      
11772    vicent       1       
11773    viciou       3       
11774    vick         1       
11775    victim       104     
11776    victor       14      
11777    victori      140     
11778    video        40      
11779    videodisc    1       
11780    videotap     30      
11781    vidyayevo    1       
11782    vienna       1       
11783    viet         3       
11784    vietcong     1       
11785    vietnam      55      
11786    vietnames    45      
11787    view         61      
11788    viewer       6       
11789    viewpoint    1       
11790    vigil        23      
11791    vigor        10      
11792    vij          1       
11793    vijay        1       
11794    vijesti      1       
11795    vike         1       
11796    vikram       1       
11797    viktor       1       
11798    vila         1       
11799    vile         1       
11800    vilifi       4       
11801    villa        4       
11802    villag       34      
11803    villain      1       
11804    villamil     1       
11805    villanueva   3       
11806    vilonuaeva   1       
11807    vinc         1       
11808    vincent      4       
11809    vinci        4       
11810    vinciguerra  2       
11811    vindic       3       
11812    vindict      2       
11813    vineet       2       
11814    vinegar      1       
11815    vini         1       
11816    vinroot      1       
11817    vintag       1       
11818    violat       31      
11819    violenc      106     
11820    violent      33      
11821    vip          2       
11822    viral        1       
11823    virgin       2       
11824    virgini      4       
11825    virginia     61      
11826    virginian    1       
11827    virtu        3       
11828    virtual      25      
11829    viru         7       
11830    virul        1       
11831    visa         8       
11832    viscer       1       
11833    visibl       37      
11834    vision       11      
11835    visit        155     
11836    visitor      6       
11837    visor        1       
11838    vista        1       
11839    visual       4       
11840    vital        17      
11841    vitali       1       
11842    vitamin      1       
11843    vitup        1       
11844    vituper      1       
11845    vivid        5       
11846    vividli      2       
11847    viyanka      2       
11848    vladamiro    1       
11849    vladan       2       
11850    vlademi      1       
11851    vlademiro    1       
11852    vladimero    1       
11853    vladimir     79      
11854    vladimiro    42      
11855    vlajko       4       
11856    vlatislav    1       
11857    vm           4       
11858    vo           2       
11859    voa          58      
11860    vocabulari   1       
11861    vocal        3       
11862    vodafon      7       
11863    vogu         2       
11864    voic         35      
11865    void         7       
11866    voinovich    1       
11867    voislav      1       
11868    vojislav     98      
11869    vojislov     3       
11870    vojvodina    5       
11871    volatil      18      
11872    volcan       1       
11873    volcano      1       
11874    volgin       1       
11875    volley       16      
11876    volta        1       
11877    volum        1       
11878    volunt       28      
11879    voluntarili  2       
11880    von          5       
11881    vopt         1       
11882    vote         183     
11883    voter        65      
11884    vow          45      
11885    voyag        5       
11886    vranj        2       
11887    vranjkov     1       
11888    vu           1       
11889    vucic        1       
11890    vuk          5       
11891    vukicev      1       
11892    vulcanologist 1       
11893    vulner       35      
11894    vuong        1       
11895    vy           2       
11896    vya          3       
11897    vyacheslav   4       
11898    vycheslav    1       
11899    wa           2       
11900    wad          1       
11901    wada         1       
11902    wade         4       
11903    wadi         2       
11904    waft         2       
11905    wage         14      
11906    wagner       3       
11907    wahab        1       
11908    waifish      1       
11909    waight       1       
11910    wail         9       
11911    wainek       1       
11912    waisman      1       
11913    waistband    1       
11914    wait         99      
11915    waiv         7       
11916    waiver       5       
11917    wake         32      
11918    wakeforest   1       
11919    wakil        1       
11920    wal          1       
11921    walden       2       
11922    waldo        1       
11923    walk         69      
11924    walker       7       
11925    walki        1       
11926    walkout      7       
11927    wall         73      
11928    wallac       3       
11929    walter       6       
11930    wand         2       
11931    wanda        1       
11932    wander       15      
11933    wane         9       
11934    wanna        1       
11935    want         287     
11936    war          197     
11937    ward         5       
11938    warden       4       
11939    ware         1       
11940    warehous     3       
11941    warfar       9       
11942    warhead      1       
11943    wari         6       
11944    warili       1       
11945    warm         14      
11946    warmer       1       
11947    warmest      1       
11948    warmli       2       
11949    warmth       2       
11950    warmup       4       
11951    warn         109     
11952    warner       6       
11953    warp         1       
11954    warplan      5       
11955    warrant      16      
11956    warren       9       
11957    warrior      5       
11958    warsaw       1       
11959    warship      77      
11960    wartim       2       
11961    wash         9       
11962    washak       1       
11963    washington   212     
11964    wast         5       
11965    wastag       1       
11966    watch        99      
11967    watchdog     2       
11968    watcher      5       
11969    watchman     3       
11970    watchtow     1       
11971    water        114     
11972    waterfront   2       
11973    waterg       1       
11974    waterlin     11      
11975    watermelon   1       
11976    watersh      1       
11977    waterway     2       
11978    watkin       1       
11979    watson       2       
11980    wave         60      
11981    waver        2       
11982    wax          1       
11983    way          304     
11984    waybourn     1       
11985    wayn         6       
11986    wayner       1       
11987    wbai         1       
11988    wc           1       
11989    wcau         1       
11990    we           1       
11991    weak         28      
11992    weaken       8       
11993    weaker       9       
11994    wealth       8       
11995    wealthi      15      
11996    wealthier    1       
11997    wealthiest   1       
11998    weapon       75      
11999    weaponri     9       
12000    wear         40      
12001    weari        15      
12002    weather      48      
12003    weav         1       
12004    web          18      
12005    webb         1       
12006    weber        1       
12007    websit       7       
12008    webster      8       
12009    wed          10      
12010    wedg         1       
12011    wednesday    177     
12012    wee          3       
12013    week         380     
12014    weekend      65      
12015    weekli       10      
12016    weekz        1       
12017    weep         14      
12018    weigh        13      
12019    weight       14      
12020    weighti      1       
12021    weingartn    2       
12022    weird        3       
12023    welcom       49      
12024    weld         7       
12025    welder       1       
12026    weldon       2       
12027    welfar       3       
12028    well         248     
12029    wen          1       
12030    wendi        1       
12031    went         159     
12032    wento        1       
12033    wep          2       
12034    wept         4       
12035    wesley       3       
12036    west         125     
12037    western      121     
12038    westminst    1       
12039    westward     1       
12040    wet          3       
12041    wethi        10      
12042    wgbh         6       
12043    wha          1       
12044    whack        2       
12045    whale        2       
12046    what         5       
12047    whatev       27      
12048    whatsoev     3       
12049    wheat        1       
12050    wheaton      1       
12051    wheel        9       
12052    wheelchair   1       
12053    wheeler      3       
12054    whenev       12      
12055    wherea       3       
12056    whereabout   23      
12057    wherev       5       
12058    whet         1       
12059    whether      201     
12060    whiff        1       
12061    whilst       3       
12062    whim         1       
12063    whip         5       
12064    whippani     1       
12065    whirlwind    1       
12066    whisk        1       
12067    whisper      3       
12068    whistl       5       
12069    whistleblow  1       
12070    whitacr      1       
12071    white        168     
12072    whitewash    3       
12073    whitewat     19      
12074    whither      1       
12075    whitman      3       
